SSID,BSSID,Encryption,latitude,longitude,Channel,Frequency,Last Update
Wi-Fi,3C:EA:4F:0E:84:94,wpa2,31.8949733,-102.3063335,1,,2013-10-18T17:04:50.000Z
netgear83,D8:07:B6:E3:FF:2B,wpa2,31.88289703,-102.3045463,6,,2021-12-11T02:42:06.000Z
net,1E:05:01:09:EC:1E,wpa2,31.88861743,-102.3007389,6,,2024-02-25T18:37:12.000Z
Unitymedia WifiSpot,C4:E5:32:63:84:BC,wpa2,31.89573826,-102.3122228,13,,2018-04-10T08:44:23.000Z
au_Wi-Fi2,70:54:25:88:02:F9,wpa2,31.88704913,-102.3016236,2,,2022-03-23T19:27:23.000Z
SpectrumSetup-10,24:5A:4C:5E:CF:32,wpa2,31.89202933,-102.3124608,6,,2024-08-28T07:25:19.000Z
D-LINK,E2:CB:AC:2D:4B:71,wpa2,31.8844731,-102.3070105,11,,2023-07-22T12:08:06.000Z
admin,D8:EC:5E:03:28:D4,wpa2,31.88618063,-102.3102494,6,,2016-09-08T03:30:25.000Z
5ECUR3w3p5TOR3,BC:14:01:30:CD:79,wpa2,31.89449015,-102.2984249,11,,2022-03-06T17:28:54.000Z
TENDA,FA:6D:CC:B9:A8:00,wpa,31.89507427,-102.3021022,11,,2018-11-28T07:39:27.000Z
Wireless@SGx,EC:1A:59:E8:E3:FD,wpa,31.88900935,-102.300211,1,,2024-10-07T06:27:05.000Z
T wifi zone,D4:DC:09:DE:2D:14,wpa2,31.89032571,-102.3102725,6,,2019-12-09T21:42:46.000Z
Alex,80:2A:A8:78:84:80,wpa2,31.8960829,-102.3083933,11,,2024-10-04T13:35:04.000Z
martin,74:31:70:6A:5F:CB,wpa,31.88974048,-102.2992952,13,,2024-06-16T06:42:48.000Z
UBNT,E0:DB:D1:1C:F1:07,wpa2,31.89524706,-102.2994954,11,,2021-01-23T06:01:02.000Z
dlink,74:6F:F7:57:5C:D5,wpa,31.8881392,-102.3066554,8,,2024-06-14T11:37:07.000Z
logitecuser,D4:B9:2F:8A:5A:67,wpa2,31.89234049,-102.3073195,6,,2021-01-03T17:38:46.000Z
MT_free,AC:EC:85:96:8E:05,wpa,31.88622832,-102.3058211,6,,2024-10-12T20:05:29.000Z
ATTyNamW8t,00:09:5B:DB:01:90,wpa2,31.88958131,-102.3054208,6,,2023-08-03T02:11:53.000Z
JioPrivateNet,48:EE:0C:0A:7B:6A,wpa2,31.89434721,-102.2972143,6,,2020-10-23T10:24:05.000Z
SpectrumSetup-5B,1C:49:7B:60:AD:FC,wpa2,31.88735542,-102.3134887,11,,2022-12-02T15:54:02.000Z
SpectrumSetup-23,E8:65:D4:9B:12:1F,wpa2,31.89552545,-102.3064182,7,,2015-12-27T04:12:43.000Z
guest-wifi,AE:AE:19:7F:14:72,wpa,31.89234084,-102.3015867,11,,2022-12-18T19:23:42.000Z
WirelessICC,74:37:5F:7F:B7:1B,wpa,31.89461781,-102.3013369,13,,2023-05-27T09:55:04.000Z
NETGEAR72,BC:A5:11:9A:17:AD,wpa2,31.8901318,-102.3127342,9,,2023-01-06T21:04:07.000Z
Jt9x11w3,14:59:C0:71:E1:52,wpa2,31.89438105,-102.3044757,11,,2020-10-03T22:02:32.000Z
 ?MUSIC?  ,5C:0E:8B:B4:F4:81,wpa2,31.88339808,-102.30263,7,,2022-03-18T18:27:45.000Z
SpectrumSetup-A1,3E:51:A4:F0:71:BA,wpa,31.88816561,-102.302443,6,,2013-07-09T07:44:14.000Z
MySpectrumWiFib0-5G,F0:9F:C2:83:63:76,wpa2,31.89136462,-102.2992839,10,,2023-12-06T06:12:30.000Z
Telekom-HotSpot,1C:93:7C:75:F8:BC,wpa2,31.88855314,-102.3044445,1,,2022-01-13T20:36:17.000Z
Home1,00:26:4D:2F:46:FD,wpa3,31.88774354,-102.3100952,8,,2013-08-06T08:50:18.000Z
Guest_Access,1E:05:01:F4:83:6B,wpa,31.88617453,-102.3016692,6,,2020-04-29T13:00:18.000Z
BRCD25329,CC:32:E5:F5:8B:0F,wpa2,31.89517346,-102.3074176,1,,2024-09-27T09:34:01.000Z
Mi Phone,C4:49:BB:49:A0:AE,wpa2,31.89481468,-102.3100715,1,,2015-01-23T00:24:59.000Z
ATTwqKR75V,00:E0:4C:A9:92:27,wpa,31.88906938,-102.3094888,11,,2023-07-30T07:13:31.000Z
scandic_easy,22:EF:BD:F6:3D:93,wpa2,31.89408497,-102.2997255,11,,2016-05-05T09:56:54.000Z
orange,24:A7:DC:D3:B2:14,wpa,31.8950483,-102.3124071,6,,2004-01-06T02:40:25.000Z
Dmpm49Bjfk10,F8:BB:BF:B7:19:01,wpa,31.88801422,-102.3102859,1,,2012-05-01T12:36:11.000Z
str241xipv,40:70:09:72:9A:2E,wpa,31.88913389,-102.3099011,6,,2019-08-23T06:59:28.000Z
net,E4:9E:12:C6:AC:2F,wpa,31.89393915,-102.3069378,11,,2024-08-21T07:15:59.000Z
NETGEAR75,28:28:5D:70:EE:D1,wpa,31.88605329,-102.3016722,6,,2015-11-22T12:28:01.000Z
netgear11,00:27:22:46:B9:21,wpa2,31.89065656,-102.3019344,6,,2018-07-28T07:31:01.000Z
HUAWEI Mate 20 Pro,4C:19:5D:F1:59:A7,wpa2,31.88393794,-102.3018096,11,,2024-05-14T12:37:02.000Z
SpectrumSetup-37,20:0C:C8:C0:19:ED,wpa2,31.88860109,-102.3018664,3,,2023-01-21T06:33:03.000Z
internet,24:79:2A:59:C7:AF,wpa2,31.88405273,-102.3024193,11,,2018-03-13T15:54:24.000Z
nacho wifi,28:74:F5:AD:7B:42,wpa2,31.89601226,-102.306378,3,,2024-08-01T02:31:41.000Z
xerox,84:C9:B2:8E:37:5B,wpa,31.89599316,-102.2979668,1,,2024-09-12T03:43:59.000Z
Charlie,00:11:50:A3:B7:19,wpa2,31.8923927,-102.3067207,9,,2020-06-24T16:48:07.000Z
SpectrumSetup-35,C8:B3:73:22:FF:6A,wpa,31.88598759,-102.3140216,12,,2023-06-19T16:27:28.000Z
PROXIMUS_AUTO_FON,9C:A2:F4:F5:7D:AC,wpa,31.89409294,-102.29966,3,,2023-05-29T19:54:28.000Z
MySpectrumWiFid0-2G,64:0F:28:D9:E8:36,wpa2,31.89641824,-102.3074424,9,,2013-08-19T07:44:31.000Z
orange,E6:75:DC:FD:3F:10,wpa2,31.88359197,-102.3133534,2,,2022-01-15T06:55:44.000Z
Williams,00:1C:DF:BD:B6:FF,wpa2,31.89448203,-102.3115351,10,,2024-04-14T08:42:26.000Z
NETGEAR22,DC:15:C8:6E:A6:C0,wpa2,31.89695292,-102.308293,6,,2024-08-05T12:41:19.000Z
SMITH,48:DD:0C:30:28:82,wpa2,31.88609071,-102.3023539,6,,2016-02-22T22:40:39.000Z
HUAWEI P30 lite,D0:16:7C:00:12:64,wpa,31.89027882,-102.3035409,11,,2022-02-25T00:35:02.000Z
NETGEAR06,AE:70:5D:15:D4:4E,wpa2,31.89283371,-102.3021788,1,,2023-07-10T14:54:13.000Z
DIR-300NRU,2C:E6:CC:E0:38:F5,wpa2,31.88738497,-102.3101375,2,,2022-03-03T08:41:23.000Z
NETGEAR36,D4:B2:7A:85:52:8C,wep,31.8921624,-102.3097293,4,,2015-11-30T18:21:29.000Z
iot,8A:8A:20:D0:5F:11,wpa2,31.89284108,-102.2991568,1,,2013-06-10T21:02:05.000Z
HEATKTE,52:0D:10:C8:F7:D0,none,31.89258421,-102.3104282,6,,2018-08-16T06:47:07.000Z
WirelessLocal,86:2A:A8:B2:B0:8D,wpa2,31.89184586,-102.3127278,8,,2022-04-13T00:23:08.000Z
FRITZ!Box 7272,62:45:B7:EE:14:2A,wpa2,31.89518066,-102.3026422,3,,2024-10-03T13:20:26.000Z
Voice,B4:75:0E:BF:40:A1,wpa,31.89173573,-102.3055284,2,,2024-04-19T16:43:28.000Z
Guest-Passpoint,54:A6:5C:C6:7D:76,none,31.88735016,-102.3056215,1,,2023-11-12T02:02:04.000Z
SpectrumSetup-39,14:7D:05:6F:73:5D,wpa2,31.88646399,-102.3090398,6,,2013-01-06T22:00:09.000Z
SpectrumSetup-61,14:EB:B6:A8:21:D2,wpa,31.88497404,-102.3011359,6,,2022-01-10T03:31:36.000Z
Redmi Note 11 Pro 5G,00:26:44:2B:B3:FF,wpa2,31.89296509,-102.3013817,4,,2024-09-16T11:42:41.000Z
HHT-WM2,A4:08:F5:10:44:77,wpa2,31.89214837,-102.3063954,6,,2017-08-29T05:09:06.000Z
Wireless-N,90:4C:81:13:4D:9A,wpa2,31.89418633,-102.3129365,5,,2024-01-30T06:37:15.000Z
NETGEAR16,62:45:B8:FB:DA:46,wpa3,31.89511699,-102.3070125,1,,2009-08-29T04:05:40.000Z
SpectrumSetup-78,2C:EA:DC:A4:4E:D1,wpa2,31.89351195,-102.2980526,3,,2024-01-17T08:36:40.000Z
NETGEAR53-5G,8C:04:FF:F4:78:AA,wpa2,31.89532842,-102.300276,11,,2012-01-24T23:31:54.000Z
cWiFi,F0:7D:68:4C:04:FD,wpa2,31.89370637,-102.3123942,1,,2024-02-01T07:32:35.000Z
mywifi,00:1F:33:46:F2:F7,wpa2,31.88616199,-102.3079911,2,,2022-01-24T01:54:31.000Z
MySpectrumWiFi70-2G,A8:9A:93:E6:07:8D,wpa,31.88970257,-102.3092767,36,,2021-01-10T11:21:46.000Z
DIR-620,08:95:2A:DF:E3:72,wpa2,31.89704747,-102.3058541,9,,2008-03-10T09:02:06.000Z
asus,2C:DC:AD:E3:13:21,wpa3,31.89287152,-102.3100454,4,,2023-12-07T03:54:48.000Z
pretty fly for a wifi,F8:D1:11:66:84:1D,wpa,31.88727588,-102.3067425,1,,2014-12-16T23:10:33.000Z
Zoom,58:96:30:BC:9F:06,wpa2,31.88703243,-102.3010057,6,,2015-10-25T15:14:37.000Z
Tp-link,68:02:B8:55:67:53,wpa,31.89188084,-102.2991677,6,,2017-07-12T01:46:16.000Z
NETGEAR85,F4:63:49:EF:68:31,wpa2,31.89676565,-102.3133315,1,,2022-05-10T22:12:25.000Z
Fritz!Box Fon WLAN 7390,00:17:3F:A0:D0:84,none,31.89036169,-102.3065684,3,,2024-03-16T07:43:35.000Z
NETGEAR70,5C:A6:E6:3A:06:F2,wpa2,31.88584886,-102.3044467,1,,2012-07-31T05:20:16.000Z
MySpectrumWiFia0-2G,E4:9E:12:75:37:A2,wpa3,31.89480619,-102.3034898,11,,2017-08-05T16:18:30.000Z
[Washer] Samsung,0C:7C:28:BB:30:74,wpa3,31.88598903,-102.3086133,8,,2018-07-26T09:13:56.000Z
[Range] Samsung,B0:93:5B:61:CE:58,wpa2,31.89165177,-102.3005274,1,,2020-04-09T20:39:01.000Z
SpectrumSetup-8B,C0:C9:E3:59:26:02,wpa2,31.89695608,-102.3002743,2,,2024-07-22T01:26:13.000Z
optimumwifi,F4:DB:E6:01:B3:63,wpa3,31.88753653,-102.3068662,1,,2024-09-06T03:24:40.000Z
Apple,BC:4D:FB:61:22:F8,wpa,31.88591745,-102.308828,11,,2012-04-24T12:35:10.000Z
SpectrumSetup-DB,B0:F2:08:72:65:9B,wpa,31.89181086,-102.3064868,6,,2022-04-22T11:12:44.000Z
Bouygues Telecom Wi-Fi,00:1A:8C:88:09:70,wpa,31.89480882,-102.2980673,6,,2021-04-18T09:29:51.000Z
FRITZ!Box 7412,28:74:F5:D2:02:C6,wpa2,31.89372215,-102.3135963,1,,2024-01-24T06:49:11.000Z
TWCWiFi,C8:52:61:8F:87:AC,wpa2,31.89169281,-102.3039917,1,,2009-11-25T19:07:51.000Z
FRITZ!Box 3272,94:A6:7E:4B:34:3C,wpa2,31.88927162,-102.3140215,11,,2022-02-19T19:40:35.000Z
SpectrumSetup-93,00:3A:99:84:73:8D,wpa2,31.89412663,-102.3070547,8,,2022-08-17T23:27:40.000Z
NETGEAR59,7C:9A:54:68:E3:9E,wpa2,31.89287731,-102.300247,4,,2018-06-22T00:05:18.000Z
ATT-WiFi,F8:2D:C0:B7:95:A5,wpa2,31.88704987,-102.299692,11,,2012-05-01T08:59:08.000Z
PrettyFlyForAWiFi,38:17:C3:5C:22:2A,wpa2,31.89211847,-102.3109301,13,,2023-08-04T02:59:44.000Z
FRITZ!Powerline 540E,94:F6:65:03:82:BF,wep,31.8968327,-102.3136332,6,,2017-07-17T00:39:01.000Z
MySpectrumWiFia0-2G,24:F2:7F:97:AD:52,wpa,31.89540623,-102.3124252,11,,2021-10-28T13:25:26.000Z
SpectrumSetup-20,00:24:A5:E5:9C:EF,wpa,31.89432622,-102.3077498,11,,2024-09-15T07:52:05.000Z
NETGEAR80-5G,00:25:9C:BB:2A:20,wpa,31.89612915,-102.3041022,10,,2024-07-25T05:17:28.000Z
swisscom,08:7E:64:96:85:0E,wpa2,31.88361833,-102.3071427,11,,2005-10-14T20:23:23.000Z
ATTwqKR75S,6C:70:9F:68:F8:9A,wpa2,31.89063803,-102.3099406,1,,2014-04-08T02:53:03.000Z
BTOpenzone-B,F8:E7:1E:E1:82:2B,none,31.89507538,-102.3026817,11,,2008-07-10T20:48:35.000Z
SpectrumSetup-19,00:0C:F6:2B:4B:49,wep,31.89356749,-102.2997335,4,,2015-10-30T17:28:25.000Z
MySpectrumWiFia0-5G,40:0D:10:B2:A8:28,wpa,31.89270698,-102.2999247,8,,2014-03-02T01:44:37.000Z
it hurts when IP,CC:2D:21:42:EF:A4,wpa2,31.89666182,-102.3088421,6,,2021-09-27T01:43:39.000Z
X03B-89m6274IR,E6:75:DC:30:FF:48,wpa2,31.88627039,-102.3118034,6,,2020-07-05T22:47:41.000Z
freephonie,F6:9F:C2:FA:E2:33,wep,31.88461089,-102.3061758,6,,2012-10-19T11:15:12.000Z
test,0C:80:63:A1:F4:19,wpa,31.89655956,-102.3076944,6,,2024-03-18T23:21:42.000Z
FRITZ!Box 6490 Cable,D4:5D:DF:0D:22:4E,wpa2,31.88880875,-102.313419,1,,2024-04-23T00:58:50.000Z
luna,46:FE:3B:E6:C6:F5,wpa2,31.89562445,-102.3136668,11,,2020-08-26T05:58:36.000Z
Iteris_vectorR000172542050,78:8A:20:33:26:22,wpa2,31.89089889,-102.3115421,6,,2023-10-01T13:09:55.000Z
COLLEAGUE,CC:AB:2C:CE:37:DA,wpa2,31.89159832,-102.3020637,6,,2012-02-14T06:27:46.000Z
SpectrumSetup-48,D8:D7:75:10:5E:91,wpa2,31.88959454,-102.3093521,2,,2018-12-20T01:47:24.000Z
CHASE_GUEST,1E:05:01:E4:73:00,wpa2,31.89682379,-102.3062132,11,,2024-11-12T10:54:49.000Z
SpectrumSetup-79,F4:DB:E6:CF:59:36,none,31.89647741,-102.3109582,1,,2006-06-26T18:23:11.000Z
EE Wifi,50:FF:20:6B:6A:CD,wep,31.88861646,-102.3052961,8,,2015-12-11T01:53:14.000Z
Linbury,5C:D9:98:C3:AA:A1,wpa,31.8907616,-102.298196,1,,2005-06-10T10:09:16.000Z
SpectrumSetup-13,00:0B:86:BE:06:A1,wpa2,31.88824987,-102.3055338,6,,2024-03-26T17:35:52.000Z
TP-LINK_Extender_5GHz,06:35:3B:CC:1B:4F,wpa2,31.88834375,-102.3027064,11,,2019-12-10T21:22:24.000Z
Telekom-HotSpot,BA:A5:35:01:C0:72,wpa2,31.89112505,-102.3078648,2,,2017-10-16T14:38:04.000Z
iPhone (4),9E:AD:43:66:5C:08,none,31.89352612,-102.3060405,6,,2024-09-04T11:06:39.000Z
HHT-WM2,D8:5D:4C:67:DB:7A,wpa3,31.8912044,-102.3126318,1,,2022-10-31T07:09:03.000Z
(null),14:D6:4D:54:F3:A0,wpa2,31.892571,-102.2975034,11,,2023-09-07T14:38:16.000Z
NETGEAR82,10:33:BF:87:A4:64,wpa3,31.88843228,-102.3136782,11,,2016-05-21T17:12:01.000Z
CHT Wi-Fi Auto,3C:5C:F1:15:03:2B,wpa2,31.88548864,-102.3132005,1,,2014-12-23T19:12:19.000Z
NETGEAR04,00:3E:73:AB:BD:BA,wpa3,31.88294988,-102.3082632,10,,2008-10-03T16:33:57.000Z
Notes,A0:63:91:F2:B6:8C,wpa2,31.88454522,-102.3042473,11,,2007-10-27T09:02:52.000Z
Jt9x11w3,F0:72:EA:57:72:60,wpa3,31.88711667,-102.2999527,6,,2006-10-08T15:33:55.000Z
SpectrumSetup-20,38:3B:C8:9C:E5:96,wpa2,31.89599283,-102.3063492,6,,2022-08-31T18:18:16.000Z
ATT-WiFi,84:24:8D:AD:73:49,wpa3,31.88724466,-102.3035947,7,,2023-01-05T00:47:48.000Z
SpectrumSetup-CF,A8:70:5D:06:F3:B3,wpa2,31.88533398,-102.3077209,1,,2022-04-23T20:48:19.000Z
telecentro WIFI,18:F1:45:FF:74:EB,wep,31.88908159,-102.3067172,11,,2022-10-02T19:37:36.000Z
TSD_Mobile,DA:10:68:EB:F8:42,wep,31.88286549,-102.3013833,11,,2019-03-04T23:01:58.000Z
Guest Network,02:54:AF:F7:67:93,wpa2,31.88911314,-102.2971092,1,,2011-07-15T04:10:21.000Z
BTOpenzone,68:D7:9A:7B:86:C5,wpa2,31.8850372,-102.3021732,1,,2022-02-14T20:53:16.000Z
NETGEAR63,48:5D:36:BE:93:4A,wpa2,31.89468903,-102.3130431,11,,2015-05-26T07:52:13.000Z
NETGEAR65,F4:63:49:DA:E0:57,wpa2,31.88660475,-102.3050377,36,,2015-04-05T05:10:26.000Z
eir_WiFi,10:27:F5:78:5C:EB,wpa2,31.8838545,-102.3035089,11,,2010-10-25T22:47:04.000Z
alticewifi,00:30:44:11:B3:8B,wpa2,31.89604065,-102.3024149,8,,2009-03-14T17:58:29.000Z
0A344ABB,C4:EA:1D:52:F0:C1,wpa2,31.88337933,-102.3017075,6,,2018-06-16T11:35:51.000Z
SpectrumSetup-C9,DE:CB:AC:47:CB:BF,wpa3,31.89378839,-102.31333,10,,2012-08-06T07:17:35.000Z
BROADCOM_GUEST_1_6,EC:1A:59:CE:CE:A3,wpa3,31.89354101,-102.2972646,2,,2024-07-24T10:24:17.000Z
NETGEAR22,46:32:C8:D7:79:86,wpa,31.88990903,-102.3034616,6,,2024-06-05T15:51:25.000Z
MySpectrumWiFie0-5G,CE:6C:6D:08:C2:CD,wpa3,31.89281392,-102.3127036,10,,2021-01-12T10:10:37.000Z
zg0104p1,CC:CE:1E:05:25:3F,wpa2,31.89024158,-102.3136682,9,,2021-05-30T21:50:13.000Z
NETGEAR_EXT,00:37:B7:63:A6:58,wpa,31.89440981,-102.3056245,13,,2024-11-30T13:48:56.000Z
NETGEAR59,34:2C:C4:FF:8D:43,wpa2,31.88503386,-102.3019791,11,,2024-06-14T23:02:00.000Z
NETGEAR68,C0:3F:0E:15:FE:66,wpa,31.88484298,-102.3014975,1,,2022-10-18T14:11:25.000Z
hpsetup,F0:B0:52:2A:B5:40,wpa2,31.88831292,-102.3004401,6,,2024-04-20T06:59:14.000Z
FRITZ!Box Fon WLAN 7320,90:21:06:6B:AC:33,wpa2,31.89028724,-102.3043073,6,,2023-05-16T19:03:42.000Z
NETGEAR33,60:3D:26:DA:FD:A9,wpa2,31.88318235,-102.306787,1,,2021-05-30T16:35:07.000Z
SpectrumSetup-C5,00:1A:1E:D2:C3:7D,wpa2,31.89235878,-102.2999191,6,,2019-04-01T11:44:31.000Z
King,C8:B5:AD:8E:B3:E6,wpa,31.89307527,-102.3034697,7,,2024-06-06T16:17:40.000Z
MT_free,20:25:64:98:8C:5C,wpa2,31.88829721,-102.3132774,11,,2024-03-26T06:28:03.000Z
(null),06:7C:34:A6:78:97,wpa2,31.88664245,-102.3081672,6,,2024-05-02T18:46:10.000Z
NETGEAR26,96:04:E3:F5:E3:32,wpa2,31.88762577,-102.2972947,11,,2018-01-06T06:50:05.000Z
Redmi 12,46:FE:3B:C5:52:79,wpa2,31.89252669,-102.3129007,11,,2002-12-11T08:48:10.000Z
DigSig,50:E6:36:7A:04:69,wpa,31.89033129,-102.3051885,1,,2021-11-12T07:48:05.000Z
james,08:7E:64:17:C3:A8,wpa2,31.88531812,-102.3108518,6,,2022-06-19T12:30:43.000Z
Home,90:21:06:28:1F:E7,wpa2,31.88314101,-102.3102162,1,,2022-06-22T03:16:51.000Z
McDonalds Free WiFi,66:E2:20:30:DF:98,wpa2,31.89218426,-102.3138602,1,,2016-06-07T14:51:56.000Z
KPN Fon,AC:A3:1E:88:37:DB,none,31.8942341,-102.3063482,4,,2015-03-20T20:11:18.000Z
FRITZ!Box Fon WLAN 7270,60:02:92:82:2A:60,wpa2,31.89355013,-102.2981707,6,,2024-08-09T22:21:30.000Z
Walmartwifi_2.4,8C:19:B5:A1:B0:A8,wpa2,31.88780383,-102.3030391,1,,2022-10-20T03:45:19.000Z
SpectrumSetup-C9,FC:EC:DA:AF:FC:E8,wpa,31.88339692,-102.3044039,6,,2022-12-24T23:28:58.000Z
NETGEAR60,8A:15:14:39:57:92,wpa2,31.8847674,-102.3091239,11,,2016-12-28T09:54:38.000Z
TkLrCp7,00:37:B7:8A:9B:8B,wpa2,31.89511397,-102.3116621,7,,2024-03-14T12:07:48.000Z
cWiFi,54:B8:0A:01:39:A3,wpa2,31.89515796,-102.30331,13,,2017-03-27T21:18:29.000Z
0001docomo,1E:51:A4:7E:7E:03,wpa,31.89171606,-102.3068842,1,,2017-12-03T21:18:57.000Z
ShawOpen,38:70:0C:56:3C:2F,wpa2,31.89062786,-102.2989002,149,,2023-07-30T10:46:13.000Z
PGAC00313,42:0F:C1:B6:F0:06,wpa2,31.89382184,-102.301105,1,,2010-01-22T04:47:15.000Z
BYOD,EE:65:CC:04:B1:4E,wpa2,31.88374094,-102.3124635,11,,2018-10-07T18:30:23.000Z
NETGEAR74-5G,5C:49:79:A2:5D:23,wpa2,31.89386315,-102.2992842,2,,2023-12-19T21:57:07.000Z
SpectrumSetup-0F,60:E3:27:C9:45:2B,wpa2,31.8914043,-102.3047502,6,,2023-01-09T05:54:58.000Z
NETGEAR05,0C:80:63:39:98:F0,wpa3,31.88448078,-102.3032729,1,,2019-02-26T19:57:21.000Z
NETGEAR51,94:91:7F:C6:5B:F1,wpa2,31.88884297,-102.2980824,11,,2016-06-06T08:26:37.000Z
iPhone (4),00:1D:AA:4A:A3:3E,wpa,31.88796194,-102.3026378,8,,2023-05-05T20:43:28.000Z
Angel,4C:12:65:8D:8A:59,wpa,31.89225605,-102.3000697,6,,2015-06-19T23:52:26.000Z
Flow Wi-Fi,88:AD:43:86:DC:EF,wpa2,31.88566913,-102.3119369,44,,2012-09-11T20:16:35.000Z
H&M Free WiFi,90:5C:44:87:89:B7,wpa2,31.88526397,-102.3007205,11,,2017-01-25T15:26:07.000Z
D-LINK,CC:5D:4E:6C:91:72,wep,31.89469859,-102.3126273,1,,2003-06-16T09:20:17.000Z
H&M Free WiFi,20:76:00:0C:D0:DD,wpa2,31.89242234,-102.3104053,11,,2022-07-27T17:45:18.000Z
HHT-WM1,7C:4C:A5:2F:1B:27,none,31.8868772,-102.311269,6,,2020-09-21T14:53:18.000Z
HUAWEI Mate 20 Pro,84:A1:D1:8B:38:66,wpa2,31.88349387,-102.3133129,11,,2014-08-20T23:26:13.000Z
UPC WifiSpots,B0:93:5B:70:B0:BD,wpa2,31.89575089,-102.2972158,11,,2024-05-29T22:34:55.000Z
???????,14:22:DB:79:0F:F2,wpa2,31.88963897,-102.3048776,1,,2022-04-02T02:48:17.000Z
SpectrumSetup-B8,D8:97:BA:51:21:C2,wpa2,31.88399764,-102.3011426,11,,2021-04-11T03:39:09.000Z
CORP,1C:B9:C4:D9:23:C4,none,31.89299007,-102.3098454,11,,2015-08-23T12:01:54.000Z
belkin54g,74:31:70:8F:12:86,wpa2,31.88715656,-102.3061105,6,,2020-05-27T16:23:16.000Z
Flow Wi-Fi,90:21:06:9F:F2:FE,wpa2,31.8836773,-102.3003498,1,,2019-05-25T23:21:58.000Z
DG-Customer,58:2F:F7:18:26:7A,wpa,31.89499448,-102.3017321,1,,2024-08-02T20:35:35.000Z
POCO X3 NFC,8C:57:9B:B7:7E:AD,wpa2,31.88705902,-102.3073745,3,,2022-07-04T18:50:06.000Z
MySpectrumWiFi28-5G,00:16:B6:51:29:75,wep,31.88849221,-102.3084273,1,,2024-10-04T08:38:22.000Z
KPN,00:1C:4A:EE:79:F4,wpa,31.88880968,-102.3137988,1,,2022-10-07T08:53:59.000Z
MySpectrumWiFi50-5G,74:AC:B9:12:AE:E7,wpa,31.88853216,-102.3020496,1,,2022-08-21T20:47:32.000Z
optimumwifi_Passpoint,A4:08:F5:7A:0B:F5,wpa2,31.88942422,-102.3004489,7,,2019-06-05T15:52:55.000Z
iPhone,90:9A:4A:51:90:CC,wep,31.88474176,-102.3091908,1,,2023-05-04T09:19:13.000Z
SpectrumSetup-7D,EC:8C:A2:DB:02:C8,wpa2,31.8922241,-102.2970954,6,,2012-04-18T21:25:15.000Z
Marriott_Guest,46:32:C8:47:F1:E4,wpa2,31.89172796,-102.305878,11,,2023-11-21T17:01:04.000Z
D-LINK,90:D0:92:5E:B6:14,wpa2,31.89266649,-102.3014584,7,,2023-01-09T21:04:19.000Z
xerox,B0:93:5B:AD:22:05,wpa3,31.88829629,-102.3086131,1,,2009-07-17T03:43:09.000Z
Du()]C,90:9D:7D:0C:7A:8E,wpa3,31.89439122,-102.3007619,1,,2017-02-01T19:06:34.000Z
SpectrumSetup-E5,00:1A:1E:24:4D:15,wpa2,31.88282317,-102.3128733,6,,2023-10-09T20:50:49.000Z
NETGEAR92,1C:3B:F3:0A:1A:FD,wpa,31.89359686,-102.3136914,1,,2022-12-26T01:29:17.000Z
Unifi,00:21:29:2C:BF:19,wpa,31.88477776,-102.3072415,13,,2016-05-05T07:45:21.000Z
MySpectrumWiFib0-5G,34:31:C4:58:2F:32,wpa2,31.88313334,-102.3000332,6,,2023-07-16T02:10:49.000Z
MySpectrumWiFi40-2G,74:AC:B9:81:9E:14,wpa2,31.8842199,-102.3035742,9,,2013-09-13T19:49:44.000Z
MyPlace,46:D9:E7:88:05:24,wpa2,31.89537189,-102.306273,6,,2009-03-15T21:15:10.000Z
Notes,F4:63:49:49:A2:88,wpa2,31.89106952,-102.3034607,6,,2023-09-17T01:01:24.000Z
ATTwqKR75S,7C:4C:A5:A0:EA:13,wpa,31.89053415,-102.2977689,2,,2021-04-29T09:48:20.000Z
NETGEAR92,10:C4:CA:8F:3E:08,wpa2,31.89260862,-102.297037,6,,2019-09-23T15:36:12.000Z
orange12,EC:8E:B5:C4:DA:96,wpa3,31.89649587,-102.3085732,12,,2024-07-12T15:35:08.000Z
Lowes-Guest-WiFi,D4:DC:09:89:1C:83,wpa2,31.89472988,-102.3137117,9,,2023-07-28T07:00:11.000Z
SpectrumSetup-3F,00:1C:D7:4B:44:2F,wep,31.89172728,-102.3098063,11,,2003-09-30T01:10:52.000Z
MySpectrumWiFi70-5G,84:1B:5E:B2:78:01,wpa2,31.89104249,-102.303636,1,,2011-05-10T02:52:32.000Z
SpectrumSetup-61,9C:57:BC:5C:7B:36,wpa2,31.89008057,-102.3099079,10,,2023-08-12T19:53:39.000Z
FreeWifi,BE:D7:D4:5C:82:3E,wpa,31.89120474,-102.2986866,1,,2009-02-05T09:15:36.000Z
jones,E0:63:DA:50:A8:34,wpa3,31.89417154,-102.3036072,7,,2018-04-10T08:42:16.000Z
Guest_Access,EC:6C:9A:D2:67:FD,wpa,31.88437487,-102.3130028,2,,2021-02-05T08:41:24.000Z
MySpectrumWiFi68-2G,DA:31:34:DB:54:0F,wpa2,31.89545568,-102.3092567,6,,2020-02-23T12:56:45.000Z
internet,E0:10:7F:02:FE:59,wpa,31.88907054,-102.300313,1,,2022-05-14T13:37:09.000Z
NETGEAR88-5G,00:3E:73:9E:AA:D5,wpa2,31.89241278,-102.3066629,1,,2016-01-01T22:05:17.000Z
